image,mask
data/bkai-igh-neopolyp/train/image/284b8e6953ad88e16d4ca6160127cd1d.jpeg,data/bkai-igh-neopolyp/train/target/284b8e6953ad88e16d4ca6160127cd1d.jpeg
data/bkai-igh-neopolyp/train/image/28559ba2bbb610fe8c30d660e70f44c2.jpeg,data/bkai-igh-neopolyp/train/target/28559ba2bbb610fe8c30d660e70f44c2.jpeg
data/bkai-igh-neopolyp/train/image/2864e2d89df283ecd59f911f025ba0e3.jpeg,data/bkai-igh-neopolyp/train/target/2864e2d89df283ecd59f911f025ba0e3.jpeg
data/bkai-igh-neopolyp/train/image/28ca0adabead1ae730831caf386f6e36.jpeg,data/bkai-igh-neopolyp/train/target/28ca0adabead1ae730831caf386f6e36.jpeg
data/bkai-igh-neopolyp/train/image/28f39a546f6eeb0a13b346f09286c94c.jpeg,data/bkai-igh-neopolyp/train/target/28f39a546f6eeb0a13b346f09286c94c.jpeg
data/bkai-igh-neopolyp/train/image/296cc5cfd263f1f90be28799235026b3.jpeg,data/bkai-igh-neopolyp/train/target/296cc5cfd263f1f90be28799235026b3.jpeg
data/bkai-igh-neopolyp/train/image/298e11bb07c70f3701ae6bcec5dd8e74.jpeg,data/bkai-igh-neopolyp/train/target/298e11bb07c70f3701ae6bcec5dd8e74.jpeg
data/bkai-igh-neopolyp/train/image/2a23f9dbbb7bb39ba25b3887ffdc8d09.jpeg,data/bkai-igh-neopolyp/train/target/2a23f9dbbb7bb39ba25b3887ffdc8d09.jpeg
data/bkai-igh-neopolyp/train/image/2a48e11d579d903c7d178f6ea0ad83b8.jpeg,data/bkai-igh-neopolyp/train/target/2a48e11d579d903c7d178f6ea0ad83b8.jpeg
data/bkai-igh-neopolyp/train/image/2a52829ab4e7568cb49a3c530b99ec16.jpeg,data/bkai-igh-neopolyp/train/target/2a52829ab4e7568cb49a3c530b99ec16.jpeg
data/bkai-igh-neopolyp/train/image/2ab3492fc6239c86a73f97dd5277dd17.jpeg,data/bkai-igh-neopolyp/train/target/2ab3492fc6239c86a73f97dd5277dd17.jpeg
data/bkai-igh-neopolyp/train/image/2abd004c33abf3ae2136cd9dd77aef5e.jpeg,data/bkai-igh-neopolyp/train/target/2abd004c33abf3ae2136cd9dd77aef5e.jpeg
data/bkai-igh-neopolyp/train/image/2abe3c84417fda8019410b1fcf0625f6.jpeg,data/bkai-igh-neopolyp/train/target/2abe3c84417fda8019410b1fcf0625f6.jpeg
data/bkai-igh-neopolyp/train/image/2af6b2da43f71d4dc3ddad260bfcb444.jpeg,data/bkai-igh-neopolyp/train/target/2af6b2da43f71d4dc3ddad260bfcb444.jpeg
data/bkai-igh-neopolyp/train/image/2b4eebc9e5a87e443434ac60af15041b.jpeg,data/bkai-igh-neopolyp/train/target/2b4eebc9e5a87e443434ac60af15041b.jpeg
data/bkai-igh-neopolyp/train/image/2b964b7955a1d7a36ccf1225024da63f.jpeg,data/bkai-igh-neopolyp/train/target/2b964b7955a1d7a36ccf1225024da63f.jpeg
data/bkai-igh-neopolyp/train/image/2bb3c7abacdbd7e6afd56ea7bc4ba26c.jpeg,data/bkai-igh-neopolyp/train/target/2bb3c7abacdbd7e6afd56ea7bc4ba26c.jpeg
data/bkai-igh-neopolyp/train/image/2be8379499640676289b3e732adb4c5d.jpeg,data/bkai-igh-neopolyp/train/target/2be8379499640676289b3e732adb4c5d.jpeg
data/bkai-igh-neopolyp/train/image/2c41545ba55aadaa77712a48e11d579d.jpeg,data/bkai-igh-neopolyp/train/target/2c41545ba55aadaa77712a48e11d579d.jpeg
data/bkai-igh-neopolyp/train/image/2cbbcfa4baf3866269959350e7998934.jpeg,data/bkai-igh-neopolyp/train/target/2cbbcfa4baf3866269959350e7998934.jpeg
data/bkai-igh-neopolyp/train/image/2d6157edc3d82df22c41b503dc19ce17.jpeg,data/bkai-igh-neopolyp/train/target/2d6157edc3d82df22c41b503dc19ce17.jpeg
data/bkai-igh-neopolyp/train/image/2d95e6c487ffa651b4774229fe1bce59.jpeg,data/bkai-igh-neopolyp/train/target/2d95e6c487ffa651b4774229fe1bce59.jpeg
data/bkai-igh-neopolyp/train/image/2da9e6afaef7fdb2d45b21960c94b0aa.jpeg,data/bkai-igh-neopolyp/train/target/2da9e6afaef7fdb2d45b21960c94b0aa.jpeg
data/bkai-igh-neopolyp/train/image/2eb9d32a3dc907950289e976c7250de9.jpeg,data/bkai-igh-neopolyp/train/target/2eb9d32a3dc907950289e976c7250de9.jpeg
data/bkai-igh-neopolyp/train/image/2f514f401ea0bd55b1393e2ef89424de.jpeg,data/bkai-igh-neopolyp/train/target/2f514f401ea0bd55b1393e2ef89424de.jpeg
data/bkai-igh-neopolyp/train/image/2f94722af7f63cd771e7606cb09d1fc6.jpeg,data/bkai-igh-neopolyp/train/target/2f94722af7f63cd771e7606cb09d1fc6.jpeg
data/bkai-igh-neopolyp/train/image/2fa602bb3c7abacdbd7e6afd56ea7bc4.jpeg,data/bkai-igh-neopolyp/train/target/2fa602bb3c7abacdbd7e6afd56ea7bc4.jpeg
data/bkai-igh-neopolyp/train/image/301ff069910ea2abe3c84417fda80194.jpeg,data/bkai-igh-neopolyp/train/target/301ff069910ea2abe3c84417fda80194.jpeg
data/bkai-igh-neopolyp/train/image/305af926a6f23c5d6d5f35f66adf95b2.jpeg,data/bkai-igh-neopolyp/train/target/305af926a6f23c5d6d5f35f66adf95b2.jpeg
data/bkai-igh-neopolyp/train/image/30831caf386f6e366943c17f87cf12b4.jpeg,data/bkai-igh-neopolyp/train/target/30831caf386f6e366943c17f87cf12b4.jpeg
data/bkai-igh-neopolyp/train/image/309817287a8aef566999467c2a48847a.jpeg,data/bkai-igh-neopolyp/train/target/309817287a8aef566999467c2a48847a.jpeg
data/bkai-igh-neopolyp/train/image/309d1dff09b8405734fbeedd0f9da760.jpeg,data/bkai-igh-neopolyp/train/target/309d1dff09b8405734fbeedd0f9da760.jpeg
data/bkai-igh-neopolyp/train/image/30ed08f25358edf70899344dae61a5f5.jpeg,data/bkai-igh-neopolyp/train/target/30ed08f25358edf70899344dae61a5f5.jpeg
data/bkai-igh-neopolyp/train/image/31871f2fd85a04faeeb2b53579739530.jpeg,data/bkai-igh-neopolyp/train/target/31871f2fd85a04faeeb2b53579739530.jpeg
data/bkai-igh-neopolyp/train/image/32897255ce2dd4ae1b0f124dbc13ca0e.jpeg,data/bkai-igh-neopolyp/train/target/32897255ce2dd4ae1b0f124dbc13ca0e.jpeg
data/bkai-igh-neopolyp/train/image/3297c819c908954bb13d3727c7e5e106.jpeg,data/bkai-igh-neopolyp/train/target/3297c819c908954bb13d3727c7e5e106.jpeg
data/bkai-igh-neopolyp/train/image/33059989805234e222e19769fa2d37d3.jpeg,data/bkai-igh-neopolyp/train/target/33059989805234e222e19769fa2d37d3.jpeg
data/bkai-igh-neopolyp/train/image/33408da4bcab47c3fb256f174ae992b9.jpeg,data/bkai-igh-neopolyp/train/target/33408da4bcab47c3fb256f174ae992b9.jpeg
data/bkai-igh-neopolyp/train/image/337948a41964c1d4f50a5f3601ad4f13.jpeg,data/bkai-igh-neopolyp/train/target/337948a41964c1d4f50a5f3601ad4f13.jpeg
data/bkai-igh-neopolyp/train/image/3387fd56c04414eaa922bca73d5379c7.jpeg,data/bkai-igh-neopolyp/train/target/3387fd56c04414eaa922bca73d5379c7.jpeg
data/bkai-igh-neopolyp/train/image/33aa6b8232510939c091a7915c942b2f.jpeg,data/bkai-igh-neopolyp/train/target/33aa6b8232510939c091a7915c942b2f.jpeg
data/bkai-igh-neopolyp/train/image/33fa12bfcd6da15fc656702fa602bb3c.jpeg,data/bkai-igh-neopolyp/train/target/33fa12bfcd6da15fc656702fa602bb3c.jpeg
data/bkai-igh-neopolyp/train/image/3408da4bcab47c3fb256f174ae992b91.jpeg,data/bkai-igh-neopolyp/train/target/3408da4bcab47c3fb256f174ae992b91.jpeg
data/bkai-igh-neopolyp/train/image/340aa5f7804c34a359bbb402345d3412.jpeg,data/bkai-igh-neopolyp/train/target/340aa5f7804c34a359bbb402345d3412.jpeg
data/bkai-igh-neopolyp/train/image/342865f6c240449ad43fe2cd066b9fdb.jpeg,data/bkai-igh-neopolyp/train/target/342865f6c240449ad43fe2cd066b9fdb.jpeg
data/bkai-igh-neopolyp/train/image/3492fc6239c86a73f97dd5277dd17ba4.jpeg,data/bkai-igh-neopolyp/train/target/3492fc6239c86a73f97dd5277dd17ba4.jpeg
data/bkai-igh-neopolyp/train/image/34e222e19769fa2d37d32780fd497e1c.jpeg,data/bkai-igh-neopolyp/train/target/34e222e19769fa2d37d32780fd497e1c.jpeg
data/bkai-igh-neopolyp/train/image/35d76d0bbd4ce2a1405f7d507592b964.jpeg,data/bkai-igh-neopolyp/train/target/35d76d0bbd4ce2a1405f7d507592b964.jpeg
data/bkai-igh-neopolyp/train/image/35f66adf95b204727fdcfa030228a69b.jpeg,data/bkai-igh-neopolyp/train/target/35f66adf95b204727fdcfa030228a69b.jpeg
data/bkai-igh-neopolyp/train/image/366943c17f87cf12b41e5e9e5040781d.jpeg,data/bkai-igh-neopolyp/train/target/366943c17f87cf12b41e5e9e5040781d.jpeg
data/bkai-igh-neopolyp/train/image/367f150f68fa7ee0ca748f990aeafa35.jpeg,data/bkai-igh-neopolyp/train/target/367f150f68fa7ee0ca748f990aeafa35.jpeg
data/bkai-igh-neopolyp/train/image/36ccf1225024da63fb9a76b92633408d.jpeg,data/bkai-igh-neopolyp/train/target/36ccf1225024da63fb9a76b92633408d.jpeg
data/bkai-igh-neopolyp/train/image/3725a8bbcc89c96ddca6ee1af35b65bd.jpeg,data/bkai-igh-neopolyp/train/target/3725a8bbcc89c96ddca6ee1af35b65bd.jpeg
data/bkai-igh-neopolyp/train/image/3736e216b08d237285e26c90e1797c77.jpeg,data/bkai-igh-neopolyp/train/target/3736e216b08d237285e26c90e1797c77.jpeg
data/bkai-igh-neopolyp/train/image/376290081835cf877e004e8bfb905b78.jpeg,data/bkai-igh-neopolyp/train/target/376290081835cf877e004e8bfb905b78.jpeg
data/bkai-igh-neopolyp/train/image/37705c1e555525d4f09ce7270bfec57e.jpeg,data/bkai-igh-neopolyp/train/target/37705c1e555525d4f09ce7270bfec57e.jpeg
data/bkai-igh-neopolyp/train/image/37f538abe9de67869ac66e565c5d4340.jpeg,data/bkai-igh-neopolyp/train/target/37f538abe9de67869ac66e565c5d4340.jpeg
data/bkai-igh-neopolyp/train/image/38485beb48f0be11d0309d1dff09b840.jpeg,data/bkai-igh-neopolyp/train/target/38485beb48f0be11d0309d1dff09b840.jpeg
data/bkai-igh-neopolyp/train/image/384eb2ba3adfda6c1899fdc983762900.jpeg,data/bkai-igh-neopolyp/train/target/384eb2ba3adfda6c1899fdc983762900.jpeg
data/bkai-igh-neopolyp/train/image/38713b2aa6ce8d1cf6644589e532a9ee.jpeg,data/bkai-igh-neopolyp/train/target/38713b2aa6ce8d1cf6644589e532a9ee.jpeg
data/bkai-igh-neopolyp/train/image/3881bf04350ffd6984cbcc6d6bf62f21.jpeg,data/bkai-igh-neopolyp/train/target/3881bf04350ffd6984cbcc6d6bf62f21.jpeg
data/bkai-igh-neopolyp/train/image/38a1eecd70ebce6347c491b37c8c2e5a.jpeg,data/bkai-igh-neopolyp/train/target/38a1eecd70ebce6347c491b37c8c2e5a.jpeg
data/bkai-igh-neopolyp/train/image/38aa0ef759a3a33a0565586918cd5eb8.jpeg,data/bkai-igh-neopolyp/train/target/38aa0ef759a3a33a0565586918cd5eb8.jpeg
data/bkai-igh-neopolyp/train/image/39099848c4425bf33b9b001c13a3d810.jpeg,data/bkai-igh-neopolyp/train/target/39099848c4425bf33b9b001c13a3d810.jpeg
data/bkai-igh-neopolyp/train/image/393e2ef89424de1556a26c8eba4c1db1.jpeg,data/bkai-igh-neopolyp/train/target/393e2ef89424de1556a26c8eba4c1db1.jpeg
data/bkai-igh-neopolyp/train/image/395305af926a6f23c5d6d5f35f66adf9.jpeg,data/bkai-igh-neopolyp/train/target/395305af926a6f23c5d6d5f35f66adf9.jpeg
data/bkai-igh-neopolyp/train/image/3983064a3eb4d49033c03b0af70cc0f6.jpeg,data/bkai-igh-neopolyp/train/target/3983064a3eb4d49033c03b0af70cc0f6.jpeg
data/bkai-igh-neopolyp/train/image/3983ebff13a2da7be59a5529406ac1c9.jpeg,data/bkai-igh-neopolyp/train/target/3983ebff13a2da7be59a5529406ac1c9.jpeg
data/bkai-igh-neopolyp/train/image/39a76eaf622c3b3e57249fe9959a8070.jpeg,data/bkai-igh-neopolyp/train/target/39a76eaf622c3b3e57249fe9959a8070.jpeg
data/bkai-igh-neopolyp/train/image/39c091a7915c942b2f94722af7f63cd7.jpeg,data/bkai-igh-neopolyp/train/target/39c091a7915c942b2f94722af7f63cd7.jpeg
data/bkai-igh-neopolyp/train/image/39d9a2f94285ef2a23f9dbbb7bb39ba2.jpeg,data/bkai-igh-neopolyp/train/target/39d9a2f94285ef2a23f9dbbb7bb39ba2.jpeg
data/bkai-igh-neopolyp/train/image/3a7b24423d5c7edd718176ef3065837c.jpeg,data/bkai-igh-neopolyp/train/target/3a7b24423d5c7edd718176ef3065837c.jpeg
data/bkai-igh-neopolyp/train/image/3abf3ae2136cd9dd77aef5ef26a77ecc.jpeg,data/bkai-igh-neopolyp/train/target/3abf3ae2136cd9dd77aef5ef26a77ecc.jpeg
data/bkai-igh-neopolyp/train/image/3ad88e16d4ca6160127cd1d5ff99c267.jpeg,data/bkai-igh-neopolyp/train/target/3ad88e16d4ca6160127cd1d5ff99c267.jpeg
data/bkai-igh-neopolyp/train/image/3b0af70cc0f6d32b726342865f6c2404.jpeg,data/bkai-igh-neopolyp/train/target/3b0af70cc0f6d32b726342865f6c2404.jpeg
data/bkai-igh-neopolyp/train/image/3b0e4909384b57bb6a052600f1f93e95.jpeg,data/bkai-igh-neopolyp/train/target/3b0e4909384b57bb6a052600f1f93e95.jpeg
data/bkai-igh-neopolyp/train/image/3b28163a745959c03983064a3eb4d490.jpeg,data/bkai-igh-neopolyp/train/target/3b28163a745959c03983064a3eb4d490.jpeg
data/bkai-igh-neopolyp/train/image/3b3e57249fe9959a80703003d2cbbcfa.jpeg,data/bkai-igh-neopolyp/train/target/3b3e57249fe9959a80703003d2cbbcfa.jpeg
data/bkai-igh-neopolyp/train/image/3b51209db6dcdda5cc8a788edaeb6aa4.jpeg,data/bkai-igh-neopolyp/train/target/3b51209db6dcdda5cc8a788edaeb6aa4.jpeg
data/bkai-igh-neopolyp/train/image/3b8cac03290f1b976b7a7efc10b1300c.jpeg,data/bkai-igh-neopolyp/train/target/3b8cac03290f1b976b7a7efc10b1300c.jpeg
data/bkai-igh-neopolyp/train/image/3b97bb11e8e0c4416c1931960ff3574f.jpeg,data/bkai-igh-neopolyp/train/target/3b97bb11e8e0c4416c1931960ff3574f.jpeg
data/bkai-igh-neopolyp/train/image/3c5d6d5f35f66adf95b204727fdcfa03.jpeg,data/bkai-igh-neopolyp/train/target/3c5d6d5f35f66adf95b204727fdcfa03.jpeg
data/bkai-igh-neopolyp/train/image/3ca0eaf044301ff069910ea2abe3c844.jpeg,data/bkai-igh-neopolyp/train/target/3ca0eaf044301ff069910ea2abe3c844.jpeg
data/bkai-igh-neopolyp/train/image/3d46e602b296cc5cfd263f1f90be2879.jpeg,data/bkai-igh-neopolyp/train/target/3d46e602b296cc5cfd263f1f90be2879.jpeg
data/bkai-igh-neopolyp/train/image/3d5379c7c851a508273160e13bac7541.jpeg,data/bkai-igh-neopolyp/train/target/3d5379c7c851a508273160e13bac7541.jpeg
data/bkai-igh-neopolyp/train/image/3de79be0dba1f3cf29dff2864e2d89df.jpeg,data/bkai-igh-neopolyp/train/target/3de79be0dba1f3cf29dff2864e2d89df.jpeg
data/bkai-igh-neopolyp/train/image/3e732adb4c5d1580670d78b9d054d694.jpeg,data/bkai-igh-neopolyp/train/target/3e732adb4c5d1580670d78b9d054d694.jpeg
data/bkai-igh-neopolyp/train/image/3ea1dd1faa864b404e18eeb228517f47.jpeg,data/bkai-igh-neopolyp/train/target/3ea1dd1faa864b404e18eeb228517f47.jpeg
data/bkai-igh-neopolyp/train/image/3f1f90be28799235026b3550534bca54.jpeg,data/bkai-igh-neopolyp/train/target/3f1f90be28799235026b3550534bca54.jpeg
data/bkai-igh-neopolyp/train/image/3f6a5664c1711b62f15ec83b97bb11e8.jpeg,data/bkai-igh-neopolyp/train/target/3f6a5664c1711b62f15ec83b97bb11e8.jpeg
data/bkai-igh-neopolyp/train/image/3f909df7cd066b37f538abe9de67869a.jpeg,data/bkai-igh-neopolyp/train/target/3f909df7cd066b37f538abe9de67869a.jpeg
data/bkai-igh-neopolyp/train/image/3fa12bfcd6da15fc656702fa602bb3c7.jpeg,data/bkai-igh-neopolyp/train/target/3fa12bfcd6da15fc656702fa602bb3c7.jpeg
data/bkai-igh-neopolyp/train/image/3fb256f174ae992b915a51625559c7e6.jpeg,data/bkai-igh-neopolyp/train/target/3fb256f174ae992b915a51625559c7e6.jpeg
data/bkai-igh-neopolyp/train/image/3fb9a76b92633408da4bcab47c3fb256.jpeg,data/bkai-igh-neopolyp/train/target/3fb9a76b92633408da4bcab47c3fb256.jpeg
data/bkai-igh-neopolyp/train/image/404b79b6669075945dc8ec8f02000f9b.jpeg,data/bkai-igh-neopolyp/train/target/404b79b6669075945dc8ec8f02000f9b.jpeg
data/bkai-igh-neopolyp/train/image/40676289b3e732adb4c5d1580670d78b.jpeg,data/bkai-igh-neopolyp/train/target/40676289b3e732adb4c5d1580670d78b.jpeg
data/bkai-igh-neopolyp/train/image/408cc3736e216b08d237285e26c90e17.jpeg,data/bkai-igh-neopolyp/train/target/408cc3736e216b08d237285e26c90e17.jpeg
data/bkai-igh-neopolyp/train/image/40e24f489284b8e6953ad88e16d4ca61.jpeg,data/bkai-igh-neopolyp/train/target/40e24f489284b8e6953ad88e16d4ca61.jpeg
data/bkai-igh-neopolyp/train/image/41545ba55aadaa77712a48e11d579d90.jpeg,data/bkai-igh-neopolyp/train/target/41545ba55aadaa77712a48e11d579d90.jpeg
data/bkai-igh-neopolyp/train/image/41680cab5509b367b7048eb17aeed141.jpeg,data/bkai-igh-neopolyp/train/target/41680cab5509b367b7048eb17aeed141.jpeg
data/bkai-igh-neopolyp/train/image/41a8490fd7df8e26031fbb5e52c41545.jpeg,data/bkai-igh-neopolyp/train/target/41a8490fd7df8e26031fbb5e52c41545.jpeg
data/bkai-igh-neopolyp/train/image/42315b4c10e2b0e33fa12bfcd6da15fc.jpeg,data/bkai-igh-neopolyp/train/target/42315b4c10e2b0e33fa12bfcd6da15fc.jpeg
data/bkai-igh-neopolyp/train/image/424a9218697283baa3657e4314fe384e.jpeg,data/bkai-igh-neopolyp/train/target/424a9218697283baa3657e4314fe384e.jpeg
data/bkai-igh-neopolyp/train/image/424de1556a26c8eba4c1db1a0b47aa6b.jpeg,data/bkai-igh-neopolyp/train/target/424de1556a26c8eba4c1db1a0b47aa6b.jpeg
data/bkai-igh-neopolyp/train/image/4284d7a5b6b0449922d6157edc3d82df.jpeg,data/bkai-igh-neopolyp/train/target/4284d7a5b6b0449922d6157edc3d82df.jpeg
data/bkai-igh-neopolyp/train/image/42b2f94722af7f63cd771e7606cb09d1.jpeg,data/bkai-igh-neopolyp/train/target/42b2f94722af7f63cd771e7606cb09d1.jpeg
data/bkai-igh-neopolyp/train/image/43c61a01e80947f9c02314fc58bdb266.jpeg,data/bkai-igh-neopolyp/train/target/43c61a01e80947f9c02314fc58bdb266.jpeg
data/bkai-igh-neopolyp/train/image/441680cab5509b367b7048eb17aeed14.jpeg,data/bkai-igh-neopolyp/train/target/441680cab5509b367b7048eb17aeed14.jpeg
data/bkai-igh-neopolyp/train/image/4425bf33b9b001c13a3d810b000db557.jpeg,data/bkai-igh-neopolyp/train/target/4425bf33b9b001c13a3d810b000db557.jpeg
data/bkai-igh-neopolyp/train/image/44271fa54aa1b27918630bfd2a52829a.jpeg,data/bkai-igh-neopolyp/train/target/44271fa54aa1b27918630bfd2a52829a.jpeg
data/bkai-igh-neopolyp/train/image/443de3ef69f6db034099130d98309817.jpeg,data/bkai-igh-neopolyp/train/target/443de3ef69f6db034099130d98309817.jpeg
data/bkai-igh-neopolyp/train/image/449922d6157edc3d82df22c41b503dc1.jpeg,data/bkai-igh-neopolyp/train/target/449922d6157edc3d82df22c41b503dc1.jpeg
data/bkai-igh-neopolyp/train/image/449ad43fe2cd066b9fdbc3bbc04a3afe.jpeg,data/bkai-igh-neopolyp/train/target/449ad43fe2cd066b9fdbc3bbc04a3afe.jpeg
data/bkai-igh-neopolyp/train/image/4539ef2424a9218697283baa3657e431.jpeg,data/bkai-igh-neopolyp/train/target/4539ef2424a9218697283baa3657e431.jpeg
data/bkai-igh-neopolyp/train/image/45d73912c4fd31aaeec7b426bacd147a.jpeg,data/bkai-igh-neopolyp/train/target/45d73912c4fd31aaeec7b426bacd147a.jpeg
data/bkai-igh-neopolyp/train/image/45dc8ec8f02000f9b6c911c4aa179344.jpeg,data/bkai-igh-neopolyp/train/target/45dc8ec8f02000f9b6c911c4aa179344.jpeg
data/bkai-igh-neopolyp/train/image/45e304fb82cc3fb177a55b61dedb5eda.jpeg,data/bkai-igh-neopolyp/train/target/45e304fb82cc3fb177a55b61dedb5eda.jpeg
data/bkai-igh-neopolyp/train/image/465efde988dfb96d0815334875343f27.jpeg,data/bkai-igh-neopolyp/train/target/465efde988dfb96d0815334875343f27.jpeg
data/bkai-igh-neopolyp/train/image/466c16952b6692e6be5e8f14e1e0ae93.jpeg,data/bkai-igh-neopolyp/train/target/466c16952b6692e6be5e8f14e1e0ae93.jpeg
data/bkai-igh-neopolyp/train/image/467e5cbc04772d9e593b6be1ac29adbe.jpeg,data/bkai-igh-neopolyp/train/target/467e5cbc04772d9e593b6be1ac29adbe.jpeg
data/bkai-igh-neopolyp/train/image/46d0a6085835c525af63a987f428c953.jpeg,data/bkai-igh-neopolyp/train/target/46d0a6085835c525af63a987f428c953.jpeg
data/bkai-igh-neopolyp/train/image/46f5d8dd18841d318d1f625619d9ae2a.jpeg,data/bkai-igh-neopolyp/train/target/46f5d8dd18841d318d1f625619d9ae2a.jpeg
data/bkai-igh-neopolyp/train/image/4774229fe1bce59ddf92e76900d229db.jpeg,data/bkai-igh-neopolyp/train/target/4774229fe1bce59ddf92e76900d229db.jpeg
data/bkai-igh-neopolyp/train/image/47953b0e4909384b57bb6a052600f1f9.jpeg,data/bkai-igh-neopolyp/train/target/47953b0e4909384b57bb6a052600f1f9.jpeg
data/bkai-igh-neopolyp/train/image/47c491b37c8c2e5a64a8bd16f2523acf.jpeg,data/bkai-igh-neopolyp/train/target/47c491b37c8c2e5a64a8bd16f2523acf.jpeg
data/bkai-igh-neopolyp/train/image/47f9c02314fc58bdb26679bff55177a3.jpeg,data/bkai-igh-neopolyp/train/target/47f9c02314fc58bdb26679bff55177a3.jpeg
data/bkai-igh-neopolyp/train/image/4837f2a0f1536ad3f6a5664c1711b62f.jpeg,data/bkai-igh-neopolyp/train/target/4837f2a0f1536ad3f6a5664c1711b62f.jpeg
data/bkai-igh-neopolyp/train/image/48704ccdc265a0b0a1230b118fa86256.jpeg,data/bkai-igh-neopolyp/train/target/48704ccdc265a0b0a1230b118fa86256.jpeg
data/bkai-igh-neopolyp/train/image/489284b8e6953ad88e16d4ca6160127c.jpeg,data/bkai-igh-neopolyp/train/target/489284b8e6953ad88e16d4ca6160127c.jpeg
data/bkai-igh-neopolyp/train/image/491b37c8c2e5a64a8bd16f2523acfd87.jpeg,data/bkai-igh-neopolyp/train/target/491b37c8c2e5a64a8bd16f2523acfd87.jpeg
data/bkai-igh-neopolyp/train/image/497e1c0e9082ea2c193ac8d551c149b6.jpeg,data/bkai-igh-neopolyp/train/target/497e1c0e9082ea2c193ac8d551c149b6.jpeg
data/bkai-igh-neopolyp/train/image/4a17af18f72c8e6166a915669c99390d.jpeg,data/bkai-igh-neopolyp/train/target/4a17af18f72c8e6166a915669c99390d.jpeg
data/bkai-igh-neopolyp/train/image/4a1e4062d81e095fdc7f720eff82f514.jpeg,data/bkai-igh-neopolyp/train/target/4a1e4062d81e095fdc7f720eff82f514.jpeg
data/bkai-igh-neopolyp/train/image/4a3eb4d49033c03b0af70cc0f6d32b72.jpeg,data/bkai-igh-neopolyp/train/target/4a3eb4d49033c03b0af70cc0f6d32b72.jpeg
data/bkai-igh-neopolyp/train/image/4af626650908b1cb932a767bf5487ced.jpeg,data/bkai-igh-neopolyp/train/target/4af626650908b1cb932a767bf5487ced.jpeg
data/bkai-igh-neopolyp/train/image/4b5dec33fd6aab9f0df70e20bccce75a.jpeg,data/bkai-igh-neopolyp/train/target/4b5dec33fd6aab9f0df70e20bccce75a.jpeg
data/bkai-igh-neopolyp/train/image/4bcab47c3fb256f174ae992b915a5162.jpeg,data/bkai-igh-neopolyp/train/target/4bcab47c3fb256f174ae992b915a5162.jpeg
data/bkai-igh-neopolyp/train/image/4be168d9510588bec07c38c5d07e6080.jpeg,data/bkai-igh-neopolyp/train/target/4be168d9510588bec07c38c5d07e6080.jpeg
data/bkai-igh-neopolyp/train/image/4bf951276e3f404b79b6669075945dc8.jpeg,data/bkai-igh-neopolyp/train/target/4bf951276e3f404b79b6669075945dc8.jpeg
data/bkai-igh-neopolyp/train/image/4c1d4f50a5f3601ad4f13ccf1f4b331a.jpeg,data/bkai-igh-neopolyp/train/target/4c1d4f50a5f3601ad4f13ccf1f4b331a.jpeg
data/bkai-igh-neopolyp/train/image/4c31cfc1c9d33f3a7b24423d5c7edd71.jpeg,data/bkai-igh-neopolyp/train/target/4c31cfc1c9d33f3a7b24423d5c7edd71.jpeg
data/bkai-igh-neopolyp/train/image/4c34a359bbb402345d341253851bc866.jpeg,data/bkai-igh-neopolyp/train/target/4c34a359bbb402345d341253851bc866.jpeg
data/bkai-igh-neopolyp/train/image/4d6c748c41743c6c08a1d1ad8f2c5f72.jpeg,data/bkai-igh-neopolyp/train/target/4d6c748c41743c6c08a1d1ad8f2c5f72.jpeg
data/bkai-igh-neopolyp/train/image/4da63fb9a76b92633408da4bcab47c3f.jpeg,data/bkai-igh-neopolyp/train/target/4da63fb9a76b92633408da4bcab47c3f.jpeg
data/bkai-igh-neopolyp/train/image/4eaf3372eae567c94ea04c603f909df7.jpeg,data/bkai-igh-neopolyp/train/target/4eaf3372eae567c94ea04c603f909df7.jpeg
data/bkai-igh-neopolyp/train/image/4ebafbd9871ca68e0d4bcbe0f5192e72.jpeg,data/bkai-igh-neopolyp/train/target/4ebafbd9871ca68e0d4bcbe0f5192e72.jpeg
data/bkai-igh-neopolyp/train/image/4ec3d46e602b296cc5cfd263f1f90be2.jpeg,data/bkai-igh-neopolyp/train/target/4ec3d46e602b296cc5cfd263f1f90be2.jpeg
data/bkai-igh-neopolyp/train/image/4f4999a2e79fbc24ef8cde99f0444123.jpeg,data/bkai-igh-neopolyp/train/target/4f4999a2e79fbc24ef8cde99f0444123.jpeg
data/bkai-igh-neopolyp/train/image/4f50a5f3601ad4f13ccf1f4b331a412f.jpeg,data/bkai-igh-neopolyp/train/target/4f50a5f3601ad4f13ccf1f4b331a412f.jpeg
data/bkai-igh-neopolyp/train/image/4fc58bdb26679bff55177a34fc01019e.jpeg,data/bkai-igh-neopolyp/train/target/4fc58bdb26679bff55177a34fc01019e.jpeg
data/bkai-igh-neopolyp/train/image/4fd7da881fe4727080cae6daedd98951.jpeg,data/bkai-igh-neopolyp/train/target/4fd7da881fe4727080cae6daedd98951.jpeg
data/bkai-igh-neopolyp/train/image/5050fb9af0ef92846b60b1a38a1eecd7.jpeg,data/bkai-igh-neopolyp/train/target/5050fb9af0ef92846b60b1a38a1eecd7.jpeg
